"","College","Longitude","Latitude"
"6799","Virginia Tech Carilion School of Medicine",-79.942079,37.257128
"6800","Broadview Entertainment Arts University",-111.884241,40.71722
"6801","Bryant & Stratton College-Hampton",-76.39268,37.04386
"6802","Paul Mitchell the School-Phoenix",-112.132901,33.52338
"6803","All Beauty College",-114.59783,35.02068
"6804","Northern California Institute of Cosmetology Inc",-122.160591,37.73053
"6805","Golden State College of Court Reporting",-121.929951,37.68996
"6806","Preferred College of Nursing-Los Angeles",-118.298391,34.06095
"6807","Trinity School of Health and Allied Sciences",-118.296491,33.85893
"6808","SICE Paul Mitchell Partner School",-120.993361,37.68296
"6809","Cosmo Beauty Academy",-121.401317,38.628745
"6810","Paul Mitchell the School-Fresno",-119.781631,36.80951
"6811","Unitek College",-121.961751,37.50903
"6812","Gurnick Academy of Medical Arts",-122.308528,37.547182
"6813","Southern California University SOMA",-118.269491,34.05541
"6814","Paul Mitchell the School-East Bay",-122.061021,37.94467
"6815","South University–Richmond",-77.59915,37.64676
"6816","South University–Virginia Beach",-76.126863,36.834673
"6817","Aveda Institute-Denver",-104.992451,39.74516
"6818","Paul Mitchell the School-Colorado Springs",-104.827911,38.83288
"6819","The Salon Professional Academy-Colorado Springs",-104.749929,38.89542
"6820","Paul Mitchell the School-Delaware",-75.680201,39.62275
"6821","Future-Tech Institute",-80.251543,25.764727
"6822","Marchman Technical Education Center",-82.690891,28.271204
"6823","Eureka Institute of Health and Beauty",-80.3807,25.768397
"6824","The Salon Professional Academy-Ft Myers",-81.888812,26.596425
"6825","SOLEX College",-87.907683,42.139797
"6826","Unity Cosmetology College",-88.635959,40.878726
"6827","Universal Spa Training Academy",-87.993801,41.79607
"6828","The Salon Professional Academy-Evansville",-87.484041,37.98706
"6829","Tri County Regional Vocational Technical High School",-71.421481,42.09362
"6830","Compass College of Cinematic Arts",-85.667021,42.96182
"6831","Nova Academy of Cosmetology",-92.461653,44.040032
"6832","Victory Trade School",-93.292321,37.22925
"6833","Starting Points Inc",-74.06951,40.72971
"6834","The Lab-Paul Mitchell Partner School",-74.802361,40.26532
"6835","SAE Institute of Technology-New York",-73.998471,40.741255
"6836","John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry",-73.752761,42.76216
"6837","The Artisan College of Cosmetology",-83.618081,41.0522
"6838","Sage School of Massage",-121.301181,44.06734
"6839","Lawyer's Assistant School of Dallas",-96.769071,32.86178
"6840","ABC Beauty Academy",-96.684271,32.92981
"6841","Salon & Spa Institute",-97.507563,25.938984
"6842","American Beauty Academy",-111.733777,40.042943
"6843","Summit Salon Academy",-122.47146,47.222671
"6844","Academy of Cosmetology",-119.276251,46.28844
"6845","The Academy Waukesha",-88.258371,43.04413
"6846","ITT Technical Institute-Merrillville",-87.326191,41.464696
"6847","ITT Technical Institute-Tallahassee",-84.295911,30.47743
"6848","ITT Technical Institute-Salem",-80.021661,37.264873
"6849","ITT Technical Institute-Akron",-81.623691,41.13394
"6850","ITT Technical Institute-Cedar Rapids",-91.71436,41.94133
"6851","ITT Technical Institute-Corona",-117.50849,33.819
"6852","ITT Technical Institute-Johnson City",-82.430081,36.38137
"6853","ITT Technical Institute-DeSoto",-96.878011,32.59176
"6854","ITT Technical Institute-North Charleston",-80.027451,32.90049
"6855","ITT Technical Institute-Aurora",-104.826561,39.674958
"6856","ITT Technical Institute-West Covina",-117.818801,34.10267
"6857","ITT Technical Institute-Culver City",-118.395551,33.98188
"6858","ITT Technical Institute-Dearborn",-83.261891,42.30379
"6859","ITT Technical Institute-Las Vegas",-115.190451,36.21674
"6860","Touro University Worldwide",-118.057671,33.80843
"6861","Touro University California",-122.26587,38.088514
"6862","The Chicago School of Professional Psychology at Washington DC",-77.033081,38.9016
"6863","Touro University Nevada",-115.024011,36.04328
"6864","National College-Willoughby Hills",-81.4859,41.582812
"6865","Herzing University-Kenosha",-87.857441,42.60368
"6866","Herzing University-Brookfield",-88.115641,43.02691
"6867","Heald College-Modesto",-121.090901,37.71563
"6868","Fortis Institute-Houston",-95.395411,29.93722
"6869","Southern Careers Institute-Brownsville",-97.498881,25.93501
"6870","Southern Careers Institute-Harlingen",-97.679221,26.16534
"6871","Strayer University-Global Region",-77.034001,38.90485
"6872","Regina's College of Beauty-Charlotte",-80.88412,35.23618
"6873","Kenneth Shuler School of Cosmetology-Florence",-79.809171,34.23883
"6874","Fortis College-Columbia",-81.082001,34.01529
"6875","Brown Mackie College-Albuquerque",-106.52703,35.07932
"6876","Brown Mackie College-St Louis",-90.43652,38.54435
"6877","Avant Gard The School",-86.378261,39.75967
"6878","Toni & Guy Hairdressing Academy-Bellingham",-122.476441,48.75066
"6879","California University of Management and Sciences",-117.942211,33.84205
"6880","Ross Medical Education Center-Davison",-83.517726,43.021555
"6881","Ross Medical Education Center-Granger",-86.174251,41.71857
"6882","Ross Medical Education Center-Niles",-80.750931,41.21108
"6883","Ross Medical Education Center-Canton",-83.482189,42.322134
"6884","Pima Medical Institute-Houston",-95.548461,29.78295
"6885","Illinois Center for Broadcasting–Chicago Campus",-87.627971,41.87496
"6886","South Texas Vocational Technical Institute-San Antonio",-98.4891,29.35599
"6887","Concorde Career College-Dallas",-96.741711,32.91856
"6888","Concorde Career Institute-Orlando",-81.340421,28.55984
"6889","Concorde Career Institute-San Antonio",-98.582341,29.49002
"6890","Ecotech Institute",-104.827071,39.69124
"6891","Johnson & Wales University-Online",-71.413151,41.82013
"6892","Everest College-Fort Worth South",-97.320982,32.686414
"6893","Everest College-Santa Ana",-117.872801,33.74756
"6894","Geisinger-Lewistown Hospital School of Nursing",-77.567361,40.61847
"6895","Moreno Valley College",-117.205085,33.887062
"6896","Hair Design Institute at Fifth Avenue-New York",-73.992421,40.75301
"6897","Onondaga School of Therapeutic Massage-Rochester",-77.583691,43.15865
"6898","Norco College",-117.568201,33.91675
"6899","Daymar College-Louisville",-85.517382,38.291619
"6900","Dorsey Business Schools-Saginaw",-83.975405,43.4708
"6901","Milan Institute of Cosmetology-La Quinta",-116.27686,33.70601
"6902","Milan Institute-Nampa",-116.593523,43.600821
"6903","Milan Institute of Cosmetology-El Paso",-106.300611,31.74942
"6904","Universal Technical Institute - Dallas Fort Worth",-97.012741,32.93806
"6905","Finger Lakes School of Massage",-73.718171,41.21709
"6906","Park Avenue School of Cosmetology",-95.059451,46.9196
"6907","Salter School of Nursing and Allied Health",-71.468411,42.9975
"6908","Salter School-New Bedford",-70.941711,41.67488
"6909","Harris School of Business-Upper Darby Campus",-75.258801,39.95908
"6910","Stratford School of Aviation Maintenance Technicians",-73.13076,41.16124
"6911","Brown Mackie College-San Antonio",-98.555871,29.49426
"6912","Hollywood Institute of Beauty Careers",-80.15473,25.84825
"6913","Cortiva Institute-New Jersey",-74.09713,40.15056
"6914","Cambridge Junior College-Woodland",-121.774381,38.67783
"6915","Anthem College-Atlanta",-84.367671,33.82301
"6916","ICPR Junior College-Manati",-66.487545,18.432157
"6917","Ridley-Lowell Business & Technical Institute-Danbury",-73.429921,41.38993
"6918","Artistic Nails and Beauty Academy-Lakeland",-81.946581,28.05287
"6919","Paul Mitchell the School-Murfreesboro",-86.418411,35.8485
"6920","Allied American University",-117.729351,33.62311
"6921","American Sentinel University",-104.831161,39.67661
"6922","Tribeca Flashpoint Media Arts Academy",-87.630986,41.882601
"6923","Hawaii Medical College",-157.847541,21.29499
"6924","Carolina College of Hair Design",-82.532911,35.59477
"6925","Virginia College-Baton Rouge",-91.095011,30.45903
"6926","Remington College-Heathrow Campus",-81.360589,28.766953
"6927","College of Massage Therapy",-112.347384,43.192948
"6928","Miller-Motte College-Jacksonville",-77.410398,34.752676
"6929","Miller-Motte Technical College-Augusta",-82.088011,33.49394
"6930","Miller-Motte Technical College-Conway",-78.993461,33.788822
"6931","Virginia College-Macon",-83.680211,32.81431
"6932","Virginia College-Spartanburg",-82.006051,34.93636
"6933","Aveda Institute-Portland",-122.684541,45.52484
"6934","Chamberlain College of Nursing-Virginia",-77.049834,38.852201
"6935","Stevens-Henager College",-116.278761,43.59087
"6936","The Salon Professional Academy-Cincinnati",-84.621191,39.14616
"6937","Penrose Academy",-111.926421,33.60796
"6938","Virginia College-Richmond",-77.52957,37.500817
"6939","Skin Institute",-90.362952,38.526494
"6940","Northwest Institute of Literary Arts",-122.460121,48.00708
"6941","Body Therapy Institute",-79.335181,35.77931
"6942","Beauty Academy of South Florida",-80.323571,25.86289
"6943","Ogle School Hair Skin Nails-North Dallas",-96.804009,32.984647
"6944","The Salon Professional Academy-North Little Rock",-92.255778,34.797562
"6945","The Salon Professional Academy-St Charles",-90.539768,38.788184
"6946","American College for Medical Careers",-81.403373,28.470572
"6947","Mildred Elley-New York Campus",-74.013991,40.70573
"6948","National Paralegal College",-112.064141,33.53065
"6949","Carolina College of Biblical Studies",-78.939491,35.05137
"6950","Star Career Academy-Audubon",-75.417361,40.11858
"6951","Northeast Technology Center-System Office",-95.332821,36.23226
"6952","Allstate Hairstyling & Barber College",-81.704251,41.48396
"6953","Oxford Graduate School",-85.061004,35.474974
"6954","Jung Tao School of Classical Chinese Medicine",-81.784711,36.26276
"6955","New York Film Academy",-118.335556,34.152294
"6956","The Collective School Of Music",-73.996851,40.7379
"6957","International College of Cosmetology",-122.220871,37.77491
"6958","Bella Capelli Academy",-79.781411,40.43278
"6959","Institute of Medical Careers",-79.823941,40.46534
"6960","Toni & Guy Hairdressing Academy-Modesto",-121.060951,37.690154
"6961","Georgia Christian University",-84.268391,33.92804
"6962","Flagler Technical Institute",-81.237577,29.607635
"6963","Galaxy Medical College",-118.395921,34.18699
"6964","American Medical Sciences Center",-118.257021,34.14709
"6965","Mandalyn Academy",-111.78173,40.372999
"6966","Jose Maria Vargas University",-80.280247,26.008363
"6967","Laird Institute of Spa Therapy",-71.480871,42.96755
"6968","D A Dorsey Educational Center",-80.225644,25.839659
"6969","Keweenaw Bay Ojibwa Community College",-88.508792,46.779638
"6970","Meridian Institute of Surgical Assisting",-86.843991,36.18843
"6971","Mauna Loa Helicopters",-156.041184,19.72935
"6972","Acaydia School of Aesthetics",-111.658171,40.23479
"6973","Manhattan Institute",-73.986135,40.74913
"6974","Cosmetic Arts Institute",-80.639021,32.89577
"6975","Holistic Massage Training Institute",-76.616801,39.33143
"6976","Diamonds Cosmetology College",-96.606315,33.673161
"6977","Tramy Beauty School",-117.069485,32.750757
"6978","Scholars Cosmetology University",-83.670023,42.251998
"6979","Northern Virginia School of Therapeutic Massage",-77.171901,38.88486
"6980","Paul Mitchell the School-St Louis",-90.262731,38.64474
"6981","Advanced Training Institute",-115.206821,36.09589
"6982","Cosmopolitan Beauty and Tech School",-77.189181,38.831706
"6983","The Salon Professional Academy-Elgin",-88.33886,42.026193
"6984","Salon 496 Barber Academy",-82.371351,34.83147
"6985","Shepherds Theological Seminary",-78.742911,35.74438
"6986","Taylor Andrews Academy of Hair Design-West Jordan",-111.934116,40.586388
"6987","Santa Ana Beauty Academy",-117.835281,33.76664
"6988","Grace College of Divinity",-78.961691,35.05877
"6989","Cosmetology College of Franklin County",-90.98091,38.344295
"6990","Rochester School of Hair Design",-92.504121,44.06759
"6991","Aveda Institute-New Mexico",-106.667721,35.09187
"6992","Nashville Barber and Style Academy",-86.717564,36.253689
"6993","American Trade School",-90.380171,38.72877
"6994","Estelle Skin Care and Spa Institute",-87.747041,42.06358
"6995","Paul Mitchell the School-Honolulu",-157.800461,21.28208
"6996","Elite Cosmetology School",-116.435411,34.12129
"6997","Academy of Aesthetic Arts",-94.706671,39.01583
"6998","American Technical Institute",-66.177693,18.375939
"6999","Twin Rivers Adult School",-121.389191,38.65085
"7000","Bergin University of Canine Studies",-122.720731,38.35374
"7001","Aveda Institute-Boise",-116.274333,43.636369
"7002","Progressive Training Centers",-80.121858,26.211064
"7003","American Health Institute",-82.702554,28.304582
"7004","Pima Medical Institute-Aurora",-104.831481,39.6956
"7005","Real Barbers College",-117.920621,33.83353
"7006","Capilo School of Hair Design",-69.777061,44.317554
"7007","Pure Aesthetics",-110.883491,32.22855
"7008","Lindsey Institute of Cosmetology",-86.420761,36.94734
"7009","The Salon Professional Academy-Iowa City",-91.503041,41.64259
"7010","Buckner Barber School",-96.683035,32.738573
"7011","Simmons College of Kentucky",-85.764565,38.23913
"7012","Atelier Esthetique Institute of Esthetics",-73.984851,40.74306
"7013","Ashdown College of Health Sciences",-117.180651,34.05831
"7014","Advanced College of Cosmetology",-88.736121,43.63283
"7015","North American University",-95.471995,29.93698
"7016","Entourage Institute of Beauty and Esthetics",-94.725291,38.958
"7017","United Beauty College",-105.011261,39.69726
"7018","Cinta Aveda Institute",-122.404211,37.7909
"7019","Long Island Nail & Skin Care Institute",-73.498936,40.725716
"7020","Mesivta Keser Torah",-74.022631,40.17731
"7021","Southern California Health Institute",-118.374371,34.16535
"7022","Best Care Training Institute",-74.220921,40.76522
"7023","First Class Cosmetology School",-89.035927,42.498817
"7024","Millennia Atlantic University",-80.352671,25.8082
"7025","Abcott Institute",-83.210611,42.44639
"7026","The Salon Professional Academy-Kenosha",-87.852807,42.558873
"7027","Paul Mitchell the School-Indianapolis",-86.129199,39.639181
"7028","Taylor Andrews Academy-St George",-113.555163,37.107829
"7029","Seymour Beauty Academy",-92.769771,37.14678
"7030","Protege Academy",-84.485081,42.7734
"7031","Colorado Academy of Veterinary Technology",-104.794441,38.791323
"7032","Northeast Technical Institute",-70.315691,43.60867
"7033","Salinas Beauty College Inc",-121.657791,36.66377
"7034","Academy for Salon Professionals",-121.963421,37.35176
"7035","Elite School of Cosmetology",-82.608261,41.23337
"7036","Paul Mitchell the School-Las Vegas",-115.117541,36.01644
"7037","The Salon Professional Academy-Kokomo",-86.107547,40.47647
"7038","Hair Academy",-86.256881,32.33742
"7039","Florida Academy",-81.824346,26.607288
"7040","Institute for Doctoral Studies in the Visual Arts",-70.271961,43.651468
"7041","State Career College",-87.870451,42.371
"7042","Academy for Salon Professionals",-118.605351,34.2221
"7043","Paul Mitchell The School-Spokane",-117.199441,47.65805
